amplxe: Using result path `/scratch2/scratchdirs/marchdf/pelec-filter-scaling/vtune/5pts.nid00121'
 amplxe: Executing actions  0 %                                                  amplxe: Executing actions  0 % Finalizing results                               amplxe: Executing actions 50 % Finalizing results                               amplxe: Executing actions 50 % Generating a report                              amplxe: Executing actions 50 % Setting data model parameters                    amplxe: Executing actions 75 % Setting data model parameters                    amplxe: Executing actions 75 % Generating a report                              amplxe: Executing actions 100 % Generating a report                             amplxe: Executing actions 100 % done                                           
Function	CPU Time	Memory Bound(%)	Memory Bound:L1 Bound(%)	Memory Bound:L2 Bound(%)	Memory Bound:L3 Bound(%)	Memory Bound:DRAM Bound(%)	Memory Bound:DRAM Bound:Memory Bandwidth(%)	Memory Bound:DRAM Bound:Memory Latency(%)	Memory Bound:DRAM Bound:Memory Latency:Remote / Local memory Ratio	Loads	Stores	LLC Miss Count	LLC Miss Count:Local DRAM Access Count	LLC Miss Count:Remote DRAM Access Count	LLC Miss Count:Remote Cache Access Count	Average Latency (cycles)	Module	Function (Full)	Source File	Start Address
local_apic_timer_interrupt	0.017000	19.7	30.3	30.3	0.0	0.0	30.3	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	local_apic_timer_interrupt	[Unknown]	0xffffffff81039870
rcu_all_qs	0.017000	42.2	0.0	60.6	0.0	0.0	0.0	60.6	0.0	0	0	0	0	0	0	1.000000	vmlinux	rcu_all_qs	[Unknown]	0xffffffff810a8a60
std::_Rb_tree_increment	0.017000	20.3	29.0	0.0	0.0	87.0	58.0	0.0	0.0	3200096	0	0	0	0	0	0.0	libstdc++.so.6.0.20	std::_Rb_tree_increment(std::_Rb_tree_node_base*)	[Unknown]	0x798f0
strncmp	0.017000	67.1	51.3	0.0	0.0	100.0	0.0	0.0	0.0	1600048	0	0	0	0	0	1.000000	libc-dynamic.so	strncmp	[Unknown]	0x42530
__intel_pmu_disable_all	0.016000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	800024	0	0	0	0	0.0	vmlinux	__intel_pmu_disable_all	[Unknown]	0xffffffff8101de70
_raw_read_lock	0.016000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	1600048	0	0	0	0	0.0	vmlinux	_raw_read_lock	[Unknown]	0xffffffff815058d0
bl_deallocate_r1	0.016000	28.6	47.6	0.0	0.0	0.0	95.2	0.0	0.0	800024	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	bl_deallocate_r1	AMReX_mempool_f.f90	0x6c6ce0
check_previous_call_instruction	0.016000	0.0	0.0	31.7	0.0	0.0	0.0	0.0	0.0	1600048	3200096	0	0	0	0	0.0	libtpsstool.so	check_previous_call_instruction	[Unknown]	0x61bbe0
ktime_get_update_offsets_now	0.016000	0.0	0.0	0.0	0.0	39.2	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	ktime_get_update_offsets_now	[Unknown]	0xffffffff810b8140
llvm::DataExtractor::getULEB128	0.016000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14400432	0	0	0	0	0	1.000000	libpin3dwarf.so	llvm::DataExtractor::getULEB128(unsigned int*) const	[Unknown]	0x4a0b0
rcu_irq_enter	0.016000	5.5	0.0	0.0	0.0	100.0	60.6	0.0	0.0	5600168	0	0	0	0	0	0.0	vmlinux	rcu_irq_enter	[Unknown]	0xffffffff810abea0
tick_program_event	0.016000	0.0	0.0	0.0	0.0	100.0	0.0	44.4	0.0	0	0	0	0	0	0	1.000000	vmlinux	tick_program_event	[Unknown]	0xffffffff810bf3a0
timerqueue_add	0.016000		83.3	0.0	0.0	41.7	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	timerqueue_add	[Unknown]	0xffffffff812aaea0
__kmp_get_global_thread_id_reg	0.015000	33.3	26.7	0.0	0.0	53.3	26.7	26.7	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmp_get_global_thread_id_reg	kmp_runtime.cpp	0x8f950
__kmpc_master	0.015000	0.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmpc_master	kmp_csupport.cpp	0x5dbe0
find_next_iomem_res	0.015000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	8000240	3200096	0	0	0	0	0.0	vmlinux	find_next_iomem_res	[Unknown]	0xffffffff8105e150
sal_get_tsd	0.015000	0.0	0.0	0.0	0.0	0.0	60.6	39.4	0.0	0	0	0	0	0	0	1.000000	libtpsstool.so	sal_get_tsd	[Unknown]	0x62dae6
shmem_write_end	0.015000	0.0	0.0	0.0	0.0	0.0	0.0	44.4	0.0	800024	0	0	0	0	0	0.0	vmlinux	shmem_write_end	[Unknown]	0xffffffff811655f0
update_cfs_shares	0.015000	0.0	0.0	0.0	0.0	0.0	41.7	0.0	0.0	800024	0	0	800024	0	0	0.0	vmlinux	update_cfs_shares	[Unknown]	0xffffffff81087190
cancel_charge	0.014000	0.0	0.0	0.0	0.0	51.3	0.0	51.3	0.0	0	0	0	0	0	0	0.0	vmlinux	cancel_charge	[Unknown]	0xffffffff811a7030
free_hot_cold_page_list	0.014000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	4800144	0	0	0	0	0.0	vmlinux	free_hot_cold_page_list	[Unknown]	0xffffffff81152290
func@0x5ec960	0.014000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	libtpsstool.so	func@0x5ec960	[Unknown]	0x5ec960
func@0x797d0	0.014000	-0.0	0.0	0.0	0.0	0.0	0.0	83.3	0.0	6400192	3200096	0	0	0	0	1.000000	libstdc++.so.6.0.20	func@0x797d0	[Unknown]	0x797d0
perf_event_task_tick	0.014000	0.0	0.0	37.0	0.0	0.0	0.0	37.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	perf_event_task_tick	[Unknown]	0xffffffff8113fc80
prepare_exit_to_usermode	0.014000	83.3	33.3	0.0	0.0	0.0	33.3	0.0	0.0	7200216	800024	0	0	0	0	0.0	vmlinux	prepare_exit_to_usermode	[Unknown]	0xffffffff810028a0
restore_regs_and_iret	0.014000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	1.000000	vmlinux	restore_regs_and_iret	[Unknown]	0xffffffff81506809
sched_avg_update	0.014000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	sched_avg_update	[Unknown]	0xffffffff8107f180
scheduler_tick	0.014000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	scheduler_tick	[Unknown]	0xffffffff810816b0
amrex::BLProfiler::BLProfiler	0.013000		55.6	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BLProfiler::BLProfiler(std::string const&)	AMReX_BLProfiler.cpp	0x580f60
amrex::FabArray<amrex::FArrayBox>::ParallelCopy$omp$parallel_for@1742	0.013000	0.0	0.0	0.0	0.0	78.4	0.0	39.2	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::FabArray<amrex::FArrayBox>::ParallelCopy$omp$parallel_for@1742	AMReX_FabArray.H	0x4d99cc
anon_vma_prepare	0.013000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	1600048	0	0	0	0	1.000000	vmlinux	anon_vma_prepare	[Unknown]	0xffffffff81184320
free_pages_and_swap_cache	0.013000	0.0	0.0	0.0	39.2	0.0	0.0	0.0	0.0	4000120	0	0	0	0	0	1.000000	vmlinux	free_pages_and_swap_cache	[Unknown]	0xffffffff8118ac30
mem_cgroup_from_task	0.013000		0.0	0.0	0.0	0.0	0.0	29.0	0.0	7200216	0	0	0	0	0	1.000000	vmlinux	mem_cgroup_from_task	[Unknown]	0xffffffff811a58a0
mem_cgroup_update_lru_size	0.013000	41.5	35.1	0.0	0.0	0.0	0.0	70.2	0.0	3200096	2400072	0	0	0	0	1.000000	vmlinux	mem_cgroup_update_lru_size	[Unknown]	0xffffffff811aab60
note_gp_changes	0.013000	0.0	0.0	0.0	0.0	60.6	0.0	100.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	note_gp_changes	[Unknown]	0xffffffff810aaa90
put_page	0.013000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	3200096	0	0	0	0	0.0	vmlinux	put_page	[Unknown]	0xffffffff81158f10
[Import thunk for_dealloc_allocatable]	0.012000		55.6	0.0	0.0	0.0	0.0	0.0	0.0	14400432	0	0	0	0	0	1.000000	libifcore.so.5	[Import thunk for_dealloc_allocatable]	[Unknown]	0x1b478
__cpuset_node_allowed	0.012000	-0.0	0.0	0.0	0.0	0.0	0.0	47.6	0.0	4800144	4000120	0	0	0	0	1.000000	vmlinux	__cpuset_node_allowed	[Unknown]	0xffffffff810ee520
__mem_cgroup_threshold	0.012000	9.1	60.6	0.0	0.0	100.0	0.0	60.6	0.0	0	0	0	0	0	0	0.0	vmlinux	__mem_cgroup_threshold	[Unknown]	0xffffffff811a8b30
amrex::BLProfiler::~BLProfiler	0.012000	0.0	0.0	0.0	0.0	51.3	0.0	51.3	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BLProfiler::~BLProfiler(void)	AMReX_BLProfiler.cpp	0x583da0
follow_page_mask	0.012000		0.0	0.0	0.0	0.0	0.0	41.7	0.0	4000120	800024	0	0	0	0	0.0	vmlinux	follow_page_mask	[Unknown]	0xffffffff81174ad0
format_decode	0.012000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7200216	800024	0	0	0	0	1.000000	vmlinux	format_decode	[Unknown]	0xffffffff812ab3b0
func@0x79830	0.012000	0.0	0.0	0.0	0.0	0.0	0.0	60.6	0.0	2400072	2400072	0	0	0	0	0.0	libstdc++.so.6.0.20	func@0x79830	[Unknown]	0x79830
lapic_next_deadline	0.012000	-0.0	0.0	0.0	0.0	83.3	0.0	41.7	0.0	1600048	0	0	0	0	0	0.0	vmlinux	lapic_next_deadline	[Unknown]	0xffffffff81039570
llist_reverse_order	0.012000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	llist_reverse_order	[Unknown]	0xffffffff812b6650
rcu_sched_qs	0.012000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10400312	0	0	0	0	0	1.000000	vmlinux	rcu_sched_qs	[Unknown]	0xffffffff810abcc0
shift_bound_d2	0.012000	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0	800024	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	shift_bound_d2	AMReX_mempool_f.f90	0x6c5a4b
xpmem_vaddr_to_pte_offset	0.012000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	xpmem.ko	xpmem_vaddr_to_pte_offset	xpmem_pfn.c	0x2860
[Import thunk _mm_free]	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18400552	0	0	0	0	0	0.0	libifcore.so.5	[Import thunk _mm_free]	[Unknown]	0x1be08
[Import thunk malloc]	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28000840	0	0	0	0	0	1.000000	libintlc.so.5	[Import thunk malloc]	[Unknown]	0x8678
__memmove_ssse3_back	0.011000	-0.0	0.0	0.0	0.0	0.0	66.7	0.0	0.0	0	0	0	0	0	0	0.0	libc-2.22.so	__memmove_ssse3_back	[Unknown]	0x138f80
func@0x409240	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207206216	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	func@0x409240	[Unknown]	0x409240
func@0x5f36d0	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	4000120	0	0	0	0	0	0.0	libtpsstool.so	func@0x5f36d0	[Unknown]	0x5f36d0
hrtimer_active	0.011000	34.1	0.0	31.7	0.0	0.0	0.0	31.7	0.0	0	0	0	0	0	0	0.0	vmlinux	hrtimer_active	[Unknown]	0xffffffff810b0df0
std::__1::__tree<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::__map_value_compare<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::less<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>, (bool)1>, std::__1::allocator<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>>>::find<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>	0.011000	0.0	0.0	0.0	0.0	66.7	0.0	66.7	0.0	0	0	0	0	0	0	0.0	libpin3dwarf.so	std::__1::__tree_iterator<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::__tree_node<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, void*>*, long> std::__1::__tree<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::__map_value_compare<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::less<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>, (bool)1>, std::__1::allocator<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>>>::find<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&)	[Unknown]	0x397b0
tick_sched_timer	0.011000	100.0	66.7	0.0	0.0	0.0	0.0	33.3	0.0	2400072	800024	0	0	0	0	0.0	vmlinux	tick_sched_timer	[Unknown]	0xffffffff810bfdf0
LEVEL_BASE::StringHex32	0.010000		0.0	0.0	0.0	0.0	0.0	100.0	0.0	0	7200216	0	0	0	0	0.0	libtpsstool.so	LEVEL_BASE::StringHex32(unsigned int, unsigned int, bool)	[Unknown]	0x646390
[Import thunk for_allocate]	0.010000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	1.000000	libifcore.so.5	[Import thunk for_allocate]	[Unknown]	0x1b228
[Import thunk for_deallocate]	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	0	0	0	0	0	1.000000	libifcore.so.5	[Import thunk for_deallocate]	[Unknown]	0x1afd8
__get_vma_policy	0.010000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	9600288	0	0	0	0	0	0.0	vmlinux	__get_vma_policy	[Unknown]	0xffffffff81197800
__update_cpu_load	0.010000	0.0	0.0	0.0	0.0	55.6	0.0	55.6	0.0	800024	2400072	0	0	0	0	0.0	vmlinux	__update_cpu_load	[Unknown]	0xffffffff81086bd0
_raw_spin_unlock_irqrestore	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5600168	800024	0	0	0	0	1.000000	vmlinux	_raw_spin_unlock_irqrestore	[Unknown]	0xffffffff81505620
amrex::BaseFab<int>::Accumulate<int, amrex::BaseFab<int>::max(amrex::Box const&, int) constconst::{lambda(intint const&)#1}>	0.010000	-0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	int amrex::BaseFab<int>::Accumulate<int, amrex::BaseFab<int>::max(amrex::Box const&, int) constconst::{lambda(intint const&)#1}>(amrex::Box const&, int, int, int, amrex::BaseFab<int>::max(amrex::Box const&, int) constconst::{lambda(intint const&)#1})	AMReX_BaseFab.H	0x5634a0
amrex::Box::index	0.010000	0.0	0.0	0.0	0.0	66.7	66.7	0.0	0.0	12000360	3200096	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::Box::index(amrex::IntVect const&) const	AMReX_Box.H	0x67ce15
do_lookup_x	0.010000		100.0	0.0	0.0	51.3	0.0	51.3	0.0	0	800024	0	0	0	0	1.000000	ld-2.22.so	do_lookup_x	[Unknown]	0x8c30
func@0x61ab80	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5600168	1600048	0	0	0	0	0.0	libtpsstool.so	func@0x61ab80	[Unknown]	0x61ab80
func@0x79890	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	libstdc++.so.6.0.20	func@0x79890	[Unknown]	0x79890
llvm::DWARFAbbreviationDeclarationSet::getAbbreviationDeclaration	0.010000		0.0	0.0	0.0	0.0	60.6	0.0	0.0	3200096	0	0	0	0	0	0.0	libpin3dwarf.so	llvm::DWARFAbbreviationDeclarationSet::getAbbreviationDeclaration(unsigned int) const	[Unknown]	0x52350
llvm::DWARFDebugInfoEntryMinimal::getAttributeValue	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libpin3dwarf.so	llvm::DWARFDebugInfoEntryMinimal::getAttributeValue(llvm::DWARFUnit const*, unsigned short, llvm::DWARFFormValue&) const	[Unknown]	0x4ac00
llvm::DWARFFormValue::skipValue	0.010000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4800144	0	0	0	0	0	1.000000	libpin3dwarf.so	llvm::DWARFFormValue::skipValue(unsigned short, llvm::DataExtractor, unsigned int*, llvm::DWARFUnit const*)	[Unknown]	0x4be90
std::_Rb_tree_decrement	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libstdc++.so.6.0.20	std::_Rb_tree_decrement(std::_Rb_tree_node_base const*)	[Unknown]	0x799a0
xpmem_tg_deref	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	xpmem.ko	xpmem_tg_deref	xpmem_misc.c	0x3720
[Import thunk _mm_malloc]	0.009000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4000120	0	0	0	0	0	1.000000	libifcore.so.5	[Import thunk _mm_malloc]	[Unknown]	0x1b308
__kmpc_critical_with_hint	0.009000		100.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmpc_critical_with_hint	kmp_csupport.cpp	0x5d280
__radix_tree_lookup	0.009000		100.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1600048	0	0	0	0	0.0	vmlinux	__radix_tree_lookup	[Unknown]	0xffffffff812a8e50
_intel_fast_memset	0.009000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libintlc.so.5	_intel_fast_memset	[Unknown]	0x184c0
amrex::Box::index	0.009000		100.0	0.0	0.0	100.0	0.0	0.0	0.0	0	2400072	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::Box::index(amrex::IntVect const&) const	AMReX_Box.H	0x68006b
amrex::CArena::Node::size	0.009000	0.0	0.0	0.0	0.0	0.0	0.0	51.3	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::CArena::Node::size(void) const	AMReX_CArena.H	0x4deebd
amrex::MFIter::tilebox	0.009000	0.0	88.9	0.0	0.0	100.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::MFIter::tilebox(void) const	AMReX_MFIter.cpp	0x5693cd
call_function_single_interrupt	0.009000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	call_function_single_interrupt	[Unknown]	0xffffffff81507230
mutex_unlock	0.009000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4800144	0	0	0	0	0	0.0	vmlinux	mutex_unlock	[Unknown]	0xffffffff81503d10
number.isra.14	0.009000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7200216	800024	0	0	0	0	0.0	vmlinux	number.isra.14	[Unknown]	0xffffffff812acb90
policy_zonelist	0.009000		0.0	0.0	0.0	0.0	33.3	0.0	0.0	13600408	0	0	0	0	0	0.0	vmlinux	policy_zonelist	[Unknown]	0xffffffff81195b40
remap_pfn_range	0.009000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	1600048	0	0	0	0	0.0	vmlinux	remap_pfn_range	[Unknown]	0xffffffff81178930
smp_apic_timer_interrupt	0.009000	0.0	0.0	0.0	0.0	47.6	0.0	100.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	smp_apic_timer_interrupt	[Unknown]	0xffffffff81508ce0
LEVEL_PINCLIENT::SYM_Address	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	95.2	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_PINCLIENT::SYM_Address(LEVEL_CORE::INDEX<(int)9>)	[Unknown]	0x67c380
PMPI_Wtime	0.008000	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libmpich_intel.so.3.0.1	PMPI_Wtime	[Unknown]	0x1353b0
__kmp_init_implicit_task	0.008000	-0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmp_init_implicit_task	kmp_tasking.cpp	0xbe4b0
__kmp_join_barrier	0.008000	0.0	0.0	0.0	0.0	35.1	0.0	35.1	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmp_join_barrier(int)	kmp_barrier.cpp	0x592b0
__perf_event_read	0.008000		100.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	__perf_event_read	[Unknown]	0xffffffff8113b860
__wake_up_bit	0.008000	0.0	0.0	51.3	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	__wake_up_bit	[Unknown]	0xffffffff81092fa0
__x2apic_send_IPI_mask	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7200216	800024	0	0	0	0	0.0	vmlinux	__x2apic_send_IPI_mask	[Unknown]	0xffffffff8103fd90
amrex::BLProfiler::stop	0.008000	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BLProfiler::stop(void)	AMReX_BLProfiler.cpp	0x590ee0
amrex::coarsen	0.008000	-0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::coarsen(amrex::Box const&, amrex::IntVect const&)	AMReX_Box.cpp	0x4f3e00
get_task_policy.part.32	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	55.6	0.0	0	0	0	0	0	0	1.000000	vmlinux	get_task_policy.part.32	[Unknown]	0xffffffff81195f90
idle_cpu	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	0	0	0	0	0	0.0	vmlinux	idle_cpu	[Unknown]	0xffffffff81081cb0
perf_event_mmap_output	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	44.4	0.0	4000120	0	0	0	0	0	0.0	vmlinux	perf_event_mmap_output	[Unknown]	0xffffffff8113c800
rcu_process_callbacks	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	1600048	0	0	0	0	0.0	vmlinux	rcu_process_callbacks	[Unknown]	0xffffffff810ab6a0
std::string::string	0.008000	-0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libstdc++.so.6.0.20	std::string::string(char const*, std::allocator<char> const&)	[Unknown]	0xc5950
tpss_mutex_unlock	0.008000	-0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	tpss_mutex_unlock	[Unknown]	0x62e000
trv_build	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	1600048	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	trv_build	transport_type.f90	0x6b4360
unlock_page	0.008000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	unlock_page	[Unknown]	0xffffffff8114a150
xpmem_pin_page	0.008000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	xpmem.ko	xpmem_pin_page	xpmem_pfn.c	0x31af
LEVEL_CORE::SYM_Init	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	800024	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::SYM_Init(LEVEL_CORE::INDEX<(int)9>, LEVEL_CORE::VAL_TYPE, bool, LEVEL_CORE::SYM_IFUNC_TYPE, std::string const&, unsigned int, LEVEL_CORE::ADDR<(int)1>, unsigned int, void const*, bool, bool, unsigned int)	[Unknown]	0x76fd30
__gnu_cxx::new_allocator<std::_Rb_tree_node<amrex::CArena::Node>>::allocate	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	95.2	0.0	0	800024	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	__gnu_cxx::new_allocator<std::_Rb_tree_node<amrex::CArena::Node>>::allocate(unsigned long, void const*)	new_allocator.h	0x4defc9
__kmp_eq_4	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmp_eq_4	kmp_dispatch.cpp	0x65b30
amrex::BaseFab<double>::performCopy	0.007000		0.0	0.0	0.0	0.0	0.0	66.7	0.0	800024	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BaseFab<double>::performCopy(amrex::BaseFab<double> const&, amrex::Box const&, int, amrex::Box const&, int, int)	AMReX_BaseFab.cpp	0x522c10
amrex::CArena::Node::Node	0.007000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::CArena::Node::Node(amrex::CArena::Node const&)	AMReX_CArena.H	0x4deffe
find_get_entry	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	find_get_entry	[Unknown]	0xffffffff81149800
func@0x6d0dc0	0.007000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	0	0	0	0	0	0.0	libtpsstool.so	func@0x6d0dc0	[Unknown]	0x6d0dc0
pci_conf1_read	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	pci_conf1_read	[Unknown]	0xffffffff8143b5e0
perf_event_aux.part.65	0.007000	48.7	0.0	0.0	0.0	51.3	51.3	0.0	0.0	1600048	2400072	0	0	0	0	0.0	vmlinux	perf_event_aux.part.65	[Unknown]	0xffffffff8113c560
perf_output_copy	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	perf_output_copy	[Unknown]	0xffffffff81145730
